Código,Descrição,Divisão,Carga de Incêndio,Descrição original
I-331-1,"Fabricação, de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",I-2,500,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia"
I-331-2,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",I-2,500,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia"
I-331-3,Fabricação de outros produtos químicos não especificados anteriormente,I-2,500,
I-332-0,"de outros produtos químicos não especificados anteriormente, Fabricação",I-2,500,Fabricação de outros produtos químicos não especificados anteriormente
I-332-1,"Fabricação, de outros produtos químicos não especificados anteriormente",I-2,500,Fabricação de outros produtos químicos não especificados anteriormente
I-332-2,Fabricação de outros produtos químicos não especificados anteriormente,I-2,500,Fabricação de outros produtos químicos não especificados anteriormente
I-332-3,Fabricação de pneumáticos e de câmaras-de-ar,I-2,700,
I-333-0,"de pneumáticos e de câmaras-de-ar, Fabricação",I-2,700,Fabricação de pneumáticos e de câmaras-de-ar
I-333-1,"Fabricação, de pneumáticos e de câmaras-de-ar",I-2,700,Fabricação de pneumáticos e de câmaras-de-ar
I-333-2,Fabricação de pneumáticos e de câmaras-de-ar,I-2,700,Fabricação de pneumáticos e de câmaras-de-ar
I-333-3,Reforma de pneumáticos usados,I-2,700,
I-334-0,"de pneumáticos usados, Reforma",I-2,700,Reforma de pneumáticos usados
I-334-1,"Reforma, de pneumáticos usados",I-2,700,Reforma de pneumáticos usados
I-334-2,Reforma de pneumáticos usados,I-2,700,Reforma de pneumáticos usados
I-334-3,Fabricação de artefatos de borracha não especificados anteriormente,I-2,600,
I-335-0,"de artefatos de borracha não especificados anteriormente, Fabricação",I-2,600,Fabricação de artefatos de borracha não especificados anteriormente
I-335-1,"Fabricação, de artefatos de borracha não especificados anteriormente",I-2,600,Fabricação de artefatos de borracha não especificados anteriormente
I-335-2,Fabricação de artefatos de borracha não especificados anteriormente,I-2,600,Fabricação de artefatos de borracha não especificados anteriormente
I-335-3,Fabricação de laminados planos e tubulares de material plástico,I-2,1000,
I-336-0,"de laminados planos e tubulares de material plástico, Fabricação",I-2,1000,Fabricação de laminados planos e tubulares de material plástico
I-336-1,"Fabricação, de laminados planos e tubulares de material plástico",I-2,1000,Fabricação de laminados planos e tubulares de material plástico
I-336-2,Fabricação de laminados planos e tubulares de material plástico,I-2,1000,Fabricação de laminados planos e tubulares de material plástico
I-336-3,Fabricação de embalagens de material plástico,I-2,1000,
I-337-0,"de embalagens de material plástico, Fabricação",I-2,1000,Fabricação de embalagens de material plástico
I-337-1,"Fabricação, de embalagens de material plástico",I-2,1000,Fabricação de embalagens de material plástico
I-337-2,Fabricação de embalagens de material plástico,I-2,1000,Fabricação de embalagens de material plástico
I-337-3,Fabricação de tubos e acessórios de material plástico para uso na construção,I-2,1000,
I-338-0,"de tubos e acessórios de material plástico para uso na construção, Fabricação",I-2,1000,Fabricação de tubos e acessórios de material plástico para uso na construção
I-338-1,"Fabricação, de tubos e acessórios de material plástico para uso na construção",I-2,1000,Fabricação de tubos e acessórios de material plástico para uso na construção
I-338-2,Fabricação de tubos e acessórios de material plástico para uso na construção,I-2,1000,Fabricação de tubos e acessórios de material plástico para uso na construção
I-338-3,Fabricação de artefatos de material plástico para uso pessoal e doméstico,I-2,1000,
I-339-0,"de artefatos de material plástico para uso pessoal e doméstico, Fabricação",I-2,1000,Fabricação de artefatos de material plástico para uso pessoal e doméstico
I-339-1,"Fabricação, de artefatos de material plástico para uso pessoal e doméstico",I-2,1000,Fabricação de artefatos de material plástico para uso pessoal e doméstico
I-339-2,Fabricação de artefatos de material plástico para uso pessoal e doméstico,I-2,1000,Fabricação de artefatos de material plástico para uso pessoal e doméstico
I-339-3,Fabricação de artefatos de material plástico para usos industriais,I-2,1000,
I-340-0,"de artefatos de material plástico para usos industriais, Fabricação",I-2,1000,Fabricação de artefatos de material plástico para usos industriais
I-340-1,"Fabricação, de artefatos de material plástico para usos industriais",I-2,1000,Fabricação de artefatos de material plástico para usos industriais
I-340-2,Fabricação de artefatos de material plástico para usos industriais,I-2,1000,Fabricação de artefatos de material plástico para usos industriais
I-340-3,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",I-2,1000,
I-341-0,"de artefatos de material plástico para uso na construção, exceto tubos e acessórios, Fabricação",I-2,1000,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios"
I-341-1,"Fabricação, de artefatos de material plástico para uso na construção, exceto tubos e acessórios",I-2,1000,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios"
I-341-2,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",I-2,1000,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios"
I-341-3,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,I-2,1000,
I-342-0,"de artefatos de material plástico para outros usos não especificados anteriormente, Fabricação",I-2,1000,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
I-342-1,"Fabricação, de artefatos de material plástico para outros usos não especificados anteriormente",I-2,1000,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
I-342-2,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,I-2,1000,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
I-342-3,"Fabricação de mídias virgens, magnéticas e ópticas",I-2,600,
I-343-0,"de mídias virgens, magnéticas e ópticas, Fabricação",I-2,600,"Fabricação de mídias virgens, magnéticas e ópticas"
I-343-1,"Fabricação, de mídias virgens, magnéticas e ópticas",I-2,600,"Fabricação de mídias virgens, magnéticas e ópticas"
I-343-2,"Fabricação de mídias virgens, magnéticas e ópticas",I-2,600,"Fabricação de mídias virgens, magnéticas e ópticas"
I-343-3,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",I-2,800,
I-344-0,"de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores, Fabricação",I-2,800,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
I-344-1,"Fabricação, de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",I-2,800,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
I-344-2,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",I-2,800,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
I-344-3,Fabricação de baterias e acumuladores para veículos automotores,I-2,800,
I-345-0,"de baterias e acumuladores para veículos automotores, Fabricação",I-2,800,Fabricação de baterias e acumuladores para veículos automotores
I-345-1,"Fabricação, de baterias e acumuladores para veículos automotores",I-2,800,Fabricação de baterias e acumuladores para veículos automotores
I-345-2,Fabricação de baterias e acumuladores para veículos automotores,I-2,800,Fabricação de baterias e acumuladores para veículos automotores
I-345-3,Recondicionamento de baterias e acumuladores para veículos automotores,I-2,800,
I-346-0,"de baterias e acumuladores para veículos automotores, Recondicionamento",I-2,800,Recondicionamento de baterias e acumuladores para veículos automotores
I-346-1,"Recondicionamento, de baterias e acumuladores para veículos automotores",I-2,800,Recondicionamento de baterias e acumuladores para veículos automotores
I-346-2,Recondicionamento de baterias e acumuladores para veículos automotores,I-2,800,Recondicionamento de baterias e acumuladores para veículos automotores
I-346-3,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",I-2,1000,
I-347-0,"de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios, Fabricação",I-2,1000,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
I-347-1,"Fabricação, de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",I-2,1000,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
I-347-2,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",I-2,1000,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
I-347-3,Fabricação de aparelhos e equipamentos de ar-condicionado para uso industrial,I-2,1000,
I-348-0,"de aparelhos e equipamentos de ar-condicionado para uso industrial, Fabricação",I-2,1000,Fabricação de aparelhos e equipamentos de ar-condicionado para uso industrial
I-348-1,"Fabricação, de aparelhos e equipamentos de ar-condicionado para uso industrial",I-2,1000,Fabricação de aparelhos e equipamentos de ar-condicionado para uso industrial
I-348-2,Fabricação de aparelhos e equipamentos de ar-condicionado para uso industrial,I-2,1000,Fabricação de aparelhos e equipamentos de ar-condicionado para uso industrial
I-348-3,Fabricação de aparelhos e equipamentos de ar-condicionado para uso não-industrial,I-2,1000,
I-349-0,"de aparelhos e equipamentos de ar-condicionado para uso não-industrial, Fabricação",I-2,1000,Fabricação de aparelhos e equipamentos de ar-condicionado para uso não-industrial
I-349-1,"Fabricação, de aparelhos e equipamentos de ar-condicionado para uso não-industrial",I-2,1000,Fabricação de aparelhos e equipamentos de ar-condicionado para uso não-industrial
I-349-2,Fabricação de aparelhos e equipamentos de ar-condicionado para uso não-industrial,I-2,1000,Fabricação de aparelhos e equipamentos de ar-condicionado para uso não-industrial
I-349-3,Fabricação de bancos e estofados para veículos automotores,I-2,600,
I-350-0,"de bancos e estofados para veículos automotores, Fabricação",I-2,600,Fabricação de bancos e estofados para veículos automotores
I-350-1,"Fabricação, de bancos e estofados para veículos automotores",I-2,600,Fabricação de bancos e estofados para veículos automotores
I-350-2,Fabricação de bancos e estofados para veículos automotores,I-2,600,Fabricação de bancos e estofados para veículos automotores
I-350-3,Fabricação de aeronaves,I-2,600,
I-351-0,"de aeronaves, Fabricação",I-2,600,Fabricação de aeronaves
I-351-1,"Fabricação, de aeronaves",I-2,600,Fabricação de aeronaves
I-351-2,Fabricação de aeronaves,I-2,600,Fabricação de aeronaves
I-351-3,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",I-2,600,
I-352-0,"de turbinas, motores e outros componentes e peças para aeronaves, Fabricação",I-2,600,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves"
I-352-1,"Fabricação, de turbinas, motores e outros componentes e peças para aeronaves",I-2,600,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves"
I-352-2,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",I-2,600,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves"
I-352-3,Fabricação de móveis com predominância de madeira,I-2,600,
I-353-0,"de móveis com predominância de madeira, Fabricação",I-2,600,Fabricação de móveis com predominância de madeira
I-353-1,"Fabricação, de móveis com predominância de madeira",I-2,600,Fabricação de móveis com predominância de madeira
I-353-2,Fabricação de móveis com predominância de madeira,I-2,600,Fabricação de móveis com predominância de madeira
I-353-3,Fabricação de móveis com predominância de metal,I-2,600,
I-354-0,"de móveis com predominância de metal, Fabricação",I-2,600,Fabricação de móveis com predominância de metal
I-354-1,"Fabricação, de móveis com predominância de metal",I-2,600,Fabricação de móveis com predominância de metal
I-354-2,Fabricação de móveis com predominância de metal,I-2,600,Fabricação de móveis com predominância de metal
I-354-3,"Fabricação de móveis de outros materiais, exceto madeira e metal",I-2,600,
I-355-0,"de móveis de outros materiais, exceto madeira e metal, Fabricação",I-2,600,"Fabricação de móveis de outros materiais, exceto madeira e metal"
I-355-1,"Fabricação, de móveis de outros materiais, exceto madeira e metal",I-2,600,"Fabricação de móveis de outros materiais, exceto madeira e metal"
I-355-2,"Fabricação de móveis de outros materiais, exceto madeira e metal",I-2,600,"Fabricação de móveis de outros materiais, exceto madeira e metal"
I-355-3,Fabricação de colchões,I-2,3000,
I-356-0,"de colchões, Fabricação",I-2,3000,Fabricação de colchões
I-356-1,"Fabricação, de colchões",I-2,3000,Fabricação de colchões
I-356-2,Fabricação de colchões,I-2,3000,Fabricação de colchões
I-356-3,"Fabricação de instrumentos musicais, peças e acessórios",I-2,600,
I-357-0,"de instrumentos musicais, peças e acessórios, Fabricação",I-2,600,"Fabricação de instrumentos musicais, peças e acessórios"
I-357-1,"Fabricação, de instrumentos musicais, peças e acessórios",I-2,600,"Fabricação de instrumentos musicais, peças e acessórios"
I-357-2,"Fabricação de instrumentos musicais, peças e acessórios",I-2,600,"Fabricação de instrumentos musicais, peças e acessórios"
I-357-3,Fabricação de artefatos para pesca e esporte,I-2,800,
I-358-0,"de artefatos para pesca e esporte, Fabricação",I-2,800,Fabricação de artefatos para pesca e esporte
I-358-1,"Fabricação, de artefatos para pesca e esporte",I-2,800,Fabricação de artefatos para pesca e esporte
I-358-2,Fabricação de artefatos para pesca e esporte,I-2,800,Fabricação de artefatos para pesca e esporte
I-358-3,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",I-2,600,
I-359-0,"de mesas de bilhar, de sinuca e acessórios não associada à locação, Fabricação",I-2,600,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação"
I-359-1,"Fabricação, de mesas de bilhar, de sinuca e acessórios não associada à locação",I-2,600,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação"
I-359-2,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",I-2,600,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação"
I-359-3,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",I-2,600,
I-360-0,"de mesas de bilhar, de sinuca e acessórios associada à locação, Fabricação",I-2,600,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação"
I-360-1,"Fabricação, de mesas de bilhar, de sinuca e acessórios associada à locação",I-2,600,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação"
I-360-2,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",I-2,600,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação"
I-360-3,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,I-2,500,
I-361-0,"de outros brinquedos e jogos recreativos não especificados anteriormente, Fabricação",I-2,500,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
I-361-1,"Fabricação, de outros brinquedos e jogos recreativos não especificados anteriormente",I-2,500,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
I-361-2,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,I-2,500,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
I-361-3,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",I-2,600,
I-362-0,"de mobiliário para uso médico, cirúrgico, odontológico e de laboratório, Fabricação",I-2,600,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório"
I-362-1,"Fabricação, de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",I-2,600,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório"
I-362-2,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",I-2,600,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório"
I-362-3,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,I-2,500,
I-363-0,"de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda, Fabricação",I-2,500,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
I-363-1,"Fabricação, de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda",I-2,500,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
I-363-2,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,I-2,500,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
I-363-3,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",I-2,500,
I-364-0,"de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda, Fabricação",I-2,500,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda"
I-364-1,"Fabricação, de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",I-2,500,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda"
I-364-2,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",I-2,500,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda"
I-364-3,"de escovas, pincéis e vassouras, Fabricação",I-2,700,"Fabricação de escovas, pincéis e vassouras"
I-365-0,"Fabricação, de escovas, pincéis e vassouras",I-2,700,"Fabricação de escovas, pincéis e vassouras"
I-365-1,"Fabricação de escovas, pincéis e vassouras",I-2,700,"Fabricação de escovas, pincéis e vassouras"
I-365-2,Fabricação de roupas de proteção e segurança e resistentes a fogo,I-2,500,
I-365-3,"de roupas de proteção e segurança e resistentes a fogo, Fabricação",I-2,500,Fabricação de roupas de proteção e segurança e resistentes a fogo
I-366-0,"Fabricação, de roupas de proteção e segurança e resistentes a fogo",I-2,500,Fabricação de roupas de proteção e segurança e resistentes a fogo
I-366-1,Fabricação de roupas de proteção e segurança e resistentes a fogo,I-2,500,Fabricação de roupas de proteção e segurança e resistentes a fogo
I-366-2,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,I-2,600,
I-366-3,"de equipamentos e acessórios para segurança pessoal e profissional, Fabricação",I-2,600,Fabricação de equipamentos e acessórios para segurança pessoal e profissional
I-367-0,"Fabricação, de equipamentos e acessórios para segurança pessoal e profissional",I-2,600,Fabricação de equipamentos e acessórios para segurança pessoal e profissional
I-367-1,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,I-2,600,Fabricação de equipamentos e acessórios para segurança pessoal e profissional
I-367-2,"Fabricação de canetas, lápis e outros artigos para escritório",I-2,600,
I-367-3,"de canetas, lápis e outros artigos para escritório, Fabricação",I-2,600,"Fabricação de canetas, lápis e outros artigos para escritório"
I-368-0,"Fabricação, de canetas, lápis e outros artigos para escritório",I-2,600,"Fabricação de canetas, lápis e outros artigos para escritório"
I-368-1,"Fabricação de canetas, lápis e outros artigos para escritório",I-2,600,"Fabricação de canetas, lápis e outros artigos para escritório"
I-368-2,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",I-2,500,
I-368-3,"de letras, letreiros e placas de qualquer material, exceto luminosos, Fabricação",I-2,500,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos"
I-369-0,"Fabricação, de letras, letreiros e placas de qualquer material, exceto luminosos",I-2,500,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos"
I-369-1,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",I-2,500,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos"
I-369-2,Fabricação de painéis e letreiros luminosos,I-2,600,
I-369-3,"de painéis e letreiros luminosos, Fabricação",I-2,600,Fabricação de painéis e letreiros luminosos
I-370-0,"Fabricação, de painéis e letreiros luminosos",I-2,600,Fabricação de painéis e letreiros luminosos
I-370-1,Fabricação de painéis e letreiros luminosos,I-2,600,Fabricação de painéis e letreiros luminosos
I-370-2,Fabricação de aviamentos para costura,I-2,700,
I-370-3,"de aviamentos para costura, Fabricação",I-2,700,Fabricação de aviamentos para costura
I-371-0,"Fabricação, de aviamentos para costura",I-2,700,Fabricação de aviamentos para costura
I-371-1,Fabricação de aviamentos para costura,I-2,700,Fabricação de aviamentos para costura
I-371-2,Fabricação de produtos diversos não especificados anteriormente,I-2,600,
I-371-3,"de produtos diversos não especificados anteriormente, Fabricação",I-2,600,Fabricação de produtos diversos não especificados anteriormente
I-372-0,"Fabricação, de produtos diversos não especificados anteriormente",I-2,600,Fabricação de produtos diversos não especificados anteriormente
I-372-1,Fabricação de produtos diversos não especificados anteriormente,I-2,600,Fabricação de produtos diversos não especificados anteriormente
I-372-2,Edição de livros,I-2,400,
I-372-3,"de livros, Edição",I-2,400,Edição de livros
I-373-0,"Edição, de livros",I-2,400,Edição de livros
I-373-1,Edição de livros,I-2,400,Edição de livros
I-373-2,Edição de revistas,I-2,400,
I-373-3,"de revistas, Edição",I-2,400,Edição de revistas
I-374-0,"Edição, de revistas",I-2,400,Edição de revistas
I-374-1,Edição de revistas,I-2,400,Edição de revistas
I-374-2,"Edição de cadastros, listas e outros produtos gráficos",I-2,400,
I-374-3,"de cadastros, listas e outros produtos gráficos, Edição",I-2,400,"Edição de cadastros, listas e outros produtos gráficos"
I-375-0,"Edição, de cadastros, listas e outros produtos gráficos",I-2,400,"Edição de cadastros, listas e outros produtos gráficos"
I-375-1,"Edição de cadastros, listas e outros produtos gráficos",I-2,400,"Edição de cadastros, listas e outros produtos gráficos"
I-375-2,Edição integrada à impressão de livros,I-2,400,
I-375-3,"integrada à impressão de livros, Edição",I-2,400,Edição integrada à impressão de livros
I-376-0,"Edição, integrada à impressão de livros",I-2,400,Edição integrada à impressão de livros
I-376-1,Edição integrada à impressão de livros,I-2,400,Edição integrada à impressão de livros
I-376-2,Edição integrada à impressão de jornais diários,I-2,400,
I-376-3,"integrada à impressão de jornais diários, Edição",I-2,400,Edição integrada à impressão de jornais diários
I-377-0,"Edição, integrada à impressão de jornais diários",I-2,400,Edição integrada à impressão de jornais diários
I-377-1,Edição integrada à impressão de jornais diários,I-2,400,Edição integrada à impressão de jornais diários
I-377-2,Edição integrada à impressão de jornais não diários,I-2,400,
I-377-3,"integrada à impressão de jornais não diários, Edição",I-2,400,Edição integrada à impressão de jornais não diários
I-378-0,"Edição, integrada à impressão de jornais não diários",I-2,400,Edição integrada à impressão de jornais não diários
I-378-1,Edição integrada à impressão de jornais não diários,I-2,400,Edição integrada à impressão de jornais não diários
I-378-2,Edição integrada à impressão de revistas,I-2,400,
I-378-3,"integrada à impressão de revistas, Edição",I-2,400,Edição integrada à impressão de revistas
I-379-0,"Edição, integrada à impressão de revistas",I-2,400,Edição integrada à impressão de revistas
I-379-1,Edição integrada à impressão de revistas,I-2,400,Edição integrada à impressão de revistas
I-379-2,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos",I-2,400,
I-379-3,"integrada à impressão de cadastros, listas e de outros produtos gráficos, Edição",I-2,400,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos"
I-380-0,"Edição, integrada à impressão de cadastros, listas e de outros produtos gráficos",I-2,400,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos"
I-380-1,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos",I-2,400,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos"
I-380-2,Envasamento e empacotamento sob contrato,I-2,1000,
I-380-3,"e empacotamento sob contrato, Envasamento",I-2,1000,Envasamento e empacotamento sob contrato
I-381-0,"Envasamento, e empacotamento sob contrato",I-2,1000,Envasamento e empacotamento sob contrato
I-381-1,Envasamento e empacotamento sob contrato,I-2,1000,Envasamento e empacotamento sob contrato
I-381-2,Fabricação de alimentos para animais,I-2,1100,
I-381-3,"de alimentos para animais, Fabricação",I-2,1100,Fabricação de alimentos para animais
I-382-0,"Fabricação, de alimentos para animais",I-2,1100,Fabricação de alimentos para animais
I-382-1,Fabricação de alimentos para animais,I-2,1100,Fabricação de alimentos para animais
I-382-2,Fabricação de tintas à base de látex,I-2,800,
I-382-3,"de tintas à base de látex, Fabricação",I-2,800,Fabricação de tintas à base de látex
I-383-0,"Fabricação, de tintas à base de látex",I-2,800,Fabricação de tintas à base de látex
I-383-1,Fabricação de tintas à base de látex,I-2,800,Fabricação de tintas à base de látex
I-383-2,Fabricação de tintas de impressão,I-2,800,
I-383-3,"de tintas de impressão, Fabricação",I-2,800,Fabricação de tintas de impressão
I-384-0,"Fabricação, de tintas de impressão",I-2,800,Fabricação de tintas de impressão
I-384-1,Fabricação de tintas de impressão,I-2,800,Fabricação de tintas de impressão
I-384-2,Recuperação de materiais plásticos,I-2,1000,
I-384-3,"de materiais plásticos, Recuperação",I-2,1000,Recuperação de materiais plásticos
I-385-0,"Recuperação, de materiais plásticos",I-2,1000,Recuperação de materiais plásticos
I-385-1,Recuperação de materiais plásticos,I-2,1000,Recuperação de materiais plásticos
I-385-2,Usinas de compostagem,I-2,450,
I-385-3,"de compostagem, Usinas",I-2,450,Usinas de compostagem
I-386-0,"Usinas, de compostagem",I-2,450,Usinas de compostagem
I-386-1,Usinas de compostagem,I-2,450,Usinas de compostagem
I-386-2,Recuperação de materiais não especificados anteriormente,I-2,800,
I-386-3,"de materiais não especificados anteriormente, Recuperação",I-2,800,Recuperação de materiais não especificados anteriormente
I-387-0,"Recuperação, de materiais não especificados anteriormente",I-2,800,Recuperação de materiais não especificados anteriormente
I-387-1,Recuperação de materiais não especificados anteriormente,I-2,800,Recuperação de materiais não especificados anteriormente
I-387-2,"Fabricação de velas, inclusive decorativa",I-3,1300,
I-387-3,"de velas, inclusive decorativa, Fabricação",I-3,1300,"Fabricação de velas, inclusive decorativa"
I-388-0,"Fabricação, de velas, inclusive decorativa",I-3,1300,"Fabricação de velas, inclusive decorativa"
I-388-1,"Fabricação de velas, inclusive decorativa",I-3,1300,"Fabricação de velas, inclusive decorativa"
I-388-2,Fabricação de açúcar de cereais (dextrose) e de beterraba,I-3,1700,
I-388-3,"de açúcar de cereais (dextrose) e de beterraba, Fabricação",I-3,1700,Fabricação de açúcar de cereais (dextrose) e de beterraba
I-389-0,"Fabricação, de açúcar de cereais (dextrose) e de beterraba",I-3,1700,Fabricação de açúcar de cereais (dextrose) e de beterraba
I-389-1,Fabricação de açúcar de cereais (dextrose) e de beterraba,I-3,1700,Fabricação de açúcar de cereais (dextrose) e de beterraba
I-389-2,Frigorífico - abate de bovinos,I-3,2000,
I-389-3,"- abate de bovinos, Frigorífico",I-3,2000,Frigorífico - abate de bovinos
I-390-0,"Frigorífico, - abate de bovinos",I-3,2000,Frigorífico - abate de bovinos
I-390-1,Frigorífico - abate de bovinos,I-3,2000,Frigorífico - abate de bovinos
I-390-2,Frigorífico - abate de equinos,I-3,2000,
I-390-3,"- abate de equinos, Frigorífico",I-3,2000,Frigorífico - abate de equinos
I-391-0,"Frigorífico, - abate de equinos",I-3,2000,Frigorífico - abate de equinos
I-391-1,Frigorífico - abate de equinos,I-3,2000,Frigorífico - abate de equinos
I-391-2,Frigorífico - abate de ovinos e caprinos,I-3,2000,
I-391-3,"- abate de ovinos e caprinos, Frigorífico",I-3,2000,Frigorífico - abate de ovinos e caprinos
I-392-0,"Frigorífico, - abate de ovinos e caprinos",I-3,2000,Frigorífico - abate de ovinos e caprinos
I-392-1,Frigorífico - abate de ovinos e caprinos,I-3,2000,Frigorífico - abate de ovinos e caprinos
I-392-2,Frigorífico - abate de bufalinos,I-3,2000,
I-392-3,"- abate de bufalinos, Frigorífico",I-3,2000,Frigorífico - abate de bufalinos
I-393-0,"Frigorífico, - abate de bufalinos",I-3,2000,Frigorífico - abate de bufalinos
I-393-1,Frigorífico - abate de bufalinos,I-3,2000,Frigorífico - abate de bufalinos
I-393-2,Frigorífico - abate de suínos,I-3,2000,
I-393-3,"- abate de suínos, Frigorífico",I-3,2000,Frigorífico - abate de suínos
I-394-0,"Frigorífico, - abate de suínos",I-3,2000,Frigorífico - abate de suínos
I-394-1,Frigorífico - abate de suínos,I-3,2000,Frigorífico - abate de suínos
I-394-2,Beneficiamento de arroz,I-3,1700,
I-394-3,"de arroz, Beneficiamento",I-3,1700,Beneficiamento de arroz
I-395-0,"Beneficiamento, de arroz",I-3,1700,Beneficiamento de arroz
I-395-1,Beneficiamento de arroz,I-3,1700,Beneficiamento de arroz
I-395-2,Fabricação de produtos do arroz,I-3,1700,
I-395-3,"de produtos do arroz, Fabricação",I-3,1700,Fabricação de produtos do arroz
